NUMERO_REGISTRO_record_number,DENOMINACION_FOSA_grave_name,TIPO_FOSA_grave_type,FECHA_FOSA_grave_date,MUNICIPIO_municipality,PROVINCIA_province,COMAUTONOM_autonomous_community,TIPO_INTERVENCION_intervention_type,FECHA_INTERVENCION_intervention_date,ESTADO_ACTUAL_current_grave_status,NUMERO_PERSONAS_FOSA_number_people_grave,NUMERO_PERSONAS_EXHUMADAS_number_people_exhumed,NUMERO_PERSONAS_IDENTIFICADAS_number_people_identified,ENTIDAD_PROMOTORA_sponsoring_institution,ENTIDAD_INFORMANTE_reporting_entity,OBSERVACIONES_observations,,
2244/2010 LERI,Fosa en el Cementerio de Torrebesses,,,Torrebesses,Lleida,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"El castillo del pueblo fue utilizado como hospital de sangre y los fallecidos que se produjeron fueron inhumados en el cementerio. Muchos de los difuntos (la mayoría) eran extranjeros, sobre todo italianos, ya que el castillo fue habilitado como hospital para las tropas italianas. Se calcula que murieron 260 soldados que fueron enterrados en el cementerio, pero todo indica que después de la guerra muchos fueron recogidos por sus familias y otros trasladados al cementerio de Fraga. Asimismo, hay noticias de una posible fosa de soldados republicanos, pero no se tiene la seguridad de su existencia.",,
1266/2009 LERI,NO CONSTA,,,Tremp,Lleida,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,652,652,458,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:19/04/1963,,
2307/2011 LERI,Fosa Prat de Ton d'Aiguan,,,Valencia d'Aneu,Lleida,Cataluña,,,DESAPARECIDA,,3,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,Se trata de una fosa desaparecida ya que los restos de las víctimas fueron trasladados al cementerio.,,
2257/2010 BARC,Fosa en el Cementerio de Cerdanyola del Vallès,,,Aiguamúrcia,Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Se trata de una fosa nacida durante los primeros meses de la guerra, fruto de la represión en la retaguardia republicana. La misma se ubicó en el interior de la Iglesia del Cementerio de Cerdanyola. Durante los años de Guerra, la Generalitat republicana realizó investigaciones para abrirla. Finalment serían las autoridades franquistas las que se encargaron de exhumar los cuerpos en 1943.",,
2261/2010 TARR,Fosa en el Cementerio de Albinyana,,,Albinyana,Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Las tropas franquistas atacaron a las republicanas en la localitat d'Albinyana el 20 de enero de 1939. Durante el ataque murieron, según la memoria oral, una cincuentena de soldados. Los vecinos de la población fueron los encargados de recoger los cuerpos y inhumarlos en el cementerio viejo.",,
2272/2010 TARR,Fosa en el término municipal de Altafulla,,,Altafulla,Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"El único dato que se tiene referente a esta fosa es la aportada por el historiador Albert Manent: Pablo Ramón Ramón, presidente del Sindicato y de Ca l'Hereu Pouet, al entrar las tropas franquistas fue fusilado sin juicio y enterrado bajo unos almendros junto al pueblo.",,
2219/2010 TARR,Fosa en el Cementerio de Ampolla,,,"Ampolla, l",Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"""Hay conocimiento de la existencia de 2 hospitales militares en la población que pertenecían a la 45ª División, que era la que cubría el frente del río Ebro desde Tivenys hasta Amposta, la desembocadura del río. Parece ser que los hospitales estaban formados por tiendas de campaña y algunos barracones. Los hospitales estaban situados: uno en la """"partida del Roquer"""", entre el ferrocarril y la carretera de acceso a La Cava y era el hospital de campaña de la XIX BM otro a la """"partida del Mataret"""". Entre medio de los dos estaba el cementerio, donde fueron inhumados los soldados que murieron en los hospitales, que también fueron inscritos en el Registro Civil de la Población.""",,
1095/2009 TARR,NO CONSTA,,,Arnes,Tarragona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,18,18,17,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:28/03/1959,,
2256/2010 TARR,Fosa en el Cementerio de Banyeres del Penedès,,,Banyeres del Penedès,Tarragona,Cataluña,,,NO INTERVENIDA,,1,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"""Un obús franquista mató a un soldado republicano en el lugar conocido como """"Las escalerillas"""", bajo la torre de Banyeres. Su cuerpo fue recogido y inhumado en una fosa en el cementerio de la población.""",,
1106/2009 TARR,NO CONSTA,,,Batea,Tarragona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,835,835,835,,Patrimonio Nacional,"Trasladada al Valle de los Caídos con la fecha/s:28/03/1959,17/05/1963,25/05/1971",,
2268/2010 TARR,Fosa en el Cementerio de La Bisbal de Falset,,,"Bisbal de Falset, La",Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"El Hospital Militar se encontraba en una cueva. Estaba dirigido por las brigadas internacionales. Los soldados que murieron fueron enterrados en una fosa común en el cementerio, junto a un muro que separa, aún hoy, el recinto de los campos. A pesar de los 70 nombres que se recogen, es posible que los inhumados fueran más. En noviembre de 2001 tanto la cueva de Santa Lucía como el lugar del cementerio donde se ubica la fosa recibieron un homenaje.",,
1096/2009 TARR,NO CONSTA,,,Bot,Tarragona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,1194,1194,1194,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:28/03/1959,,
2211/2010 TARR,Cementerio Parroquial de Cambrils,,,Cambrils,Tarragona,Cataluña,,,DESAPARECIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Los soldados que murieron en el Hospital Militar de Cambrils (la última inscripción data del 29/12/1938) fueron registrados en el libro de entierros de la parroquia de Santa María de Cambrils, de la que dependía el cementerio, y es gracias a esta documentación que se pueda saber que fueron 315 los que murieron y posteriormente fueron inhumados, aunque se desconoce con exactitud la ubicación de la fosa e incluso se dice que ésta habría desaparecido, a pesar de su magnitud.",,
1100/2009 TARR,NO CONSTA,,,Corbera d´Ebre,Tarragona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,250,250,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:28/03/1959,,
2260/2010 TARR,Fosa en el Cementerio de Cornudella de Montsant,,,Cornudella de Montsant,Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Por la documentación existente se habría llamado Hospital de Campaña nº 2. La inhumación de los soldados se hacía en el cementerio, donde actualmente hay una placa en la que se recuerdan los soldados que perdieron la vida. A pesar de esta dignificación su ubicación no es clara, y no se descarta que se inhumaran otros difuntos con posterioridad a la guerra.",,
1103/2009 TARR,NO CONSTA,,,"Espluga de Francolí, l",Tarragona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,80,80,80,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:28/03/1959,,
1097/2009 TARR,NO CONSTA,,,Gandesa,Tarragona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,923,923,865,,Patrimonio Nacional,"Trasladada al Valle de los Caídos con la fecha/s:28/03/1959,27/05/1968",,
2269/2010 TARR,Fosa en el Cementerio de Guiamets,,,"Guiamets, Els",Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"A esta localidad llegó el tren-hospital núm. 12 proveniente de La Torre de Fontaubella el 29 de julio de 1938. La situación era más cercana al frente, de manera que los heridos se podían atender unos kilómetros antes que cuando el tren estaba en La Torre. Como han estudiado Llauradó i Sabaté el tren estuvo en funcionamiento hasta el día 5 de agosto, cuando se ordenó su marcha y se sustituyó por un hospital habilitado en un edificio a unos cien metros de la estación. Este hospital habilitado estuvo en funcionamiento hasta el final de la batalla del Ebro (16 de noviembre de 1938) y principalmente cumplía la función de evacuación de soldados heridos y de lugar de convalecencia para aquellos que necesitaban unos días para recuperarse o bien para, definitivamente, ir a un hospital de retaguardia. Justamente por este motivo las defunciones que se registraron en este punto de evacuación sólo fueron nueve, tal y como indica el Registro Civil de Els Guiamets. Pero los días en que el hospital estuvo en el túnel de Els Guiamets se registraron 87 defunciones, siendo el 31 de julio (25 muertos), el 1 de agosto (14 muertos) y el 15 de agosto (21 muertos). Inicialmente los soldados que habían perdido la vida eran inhumados en una zanja en el cementerio de los Guiaments, pero pronto se quedó pequeño y el alcalde pidió que otras poblaciones de alrededor (El Masroig, Capçanes) también enterraran soldados a su cementerio.",,
1094/2009 TARR,NO CONSTA,,,Horta de Sant Joan,Tarragona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,674,674,578,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:28/03/1959,,
2232/2010 TARR,Fosa en el Cementerio de Masdenverge,LUCHA ARMADA,,Masdenverge,Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Masdenverge, situado junto a Amposta, sufrió junto con esta última el ataque secundario por parte de las tropas republicanas el 25 de julio de 1938, que intentaban distraer las tropas franquistas del ataque principal, que pretendía profundizar en la operación a partir de tomar Gandesa. En Masdenverge se debieron enterrar los soldados franquistas muertos los días 26 y 27 de julio, dado que los datos que se tienen de las dos fosas de las que se tiene conocimiento, de 13 y 6 muertos, identifican soldados franquistas.",,
1099/2009 TARR,NO CONSTA,,,Miravet,Tarragona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,2,2,2,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:28/03/1959,,
2255/2010 TARR,Fosa en el cementerio de El Perelló,,,"Perelló, El",Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"El Hospital Militar ubicado en El Perelló recibió heridos de la batalla del Ebro. Las primeras muertes inscritas datan del 9 de abril de 1938 y la última está fechada el 3 de octubre de 1938. Hay que hacer mención a que en el Registro Civil también consta la existencia de una Clínica antipalúdica nº 1, con tres muertos. Con posterioridad a esta fecha también hay unas cuantas inscripciones de defunción de soldados del ejército rebelde.",,
2301/2011 TARR,Fosa en el cementerio de Torre de Fontaubella y Pradell,,,Pradell de la Teixeta,Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Entre Pradell de la Teixera y la Torre de Fontaubella hay una estación de ferrocarril junto a un túnel. En este túnel se estableció el tren hospital nº 12, que atendió a heridos de la batalla del Ebro. Después de cuatro días, el 28 de julio de 1938 se trasladó a Guiamets, siendo sustituido por Tren Hospital nº 20. Los soldados que morían en aquellos trenes eran enterrados en el cementerio de la Torre. Pero pronto se quedó pequeño, por lo que los militares tuvieron que abrir una zanja en un campo de avellanos cercano al túnel. Cuando esta zanja quedó llena, se abrió una nueva al borde de una masía cercana a la estación, el Mas de Rafel. Actualmente en la fosa junto al Mas d'en Rafel (término municipal de Pradell de Teixera ) hay una placa que recuerda a los soldados que fueron enterrados en aquella zanja.",,
2218/2010 TARR,Fosa en el Cementario de Reus,,,Reus,Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"""Las primeras defunciones del hospital instalado en el Instituto Pere Mata de Reus, todas ellas inscritas en el Registro Civil de la ciudad, se registraron el 31 de agosto de 1937, y las últimas el 10 de enero de 1939, 5 días antes de la entrada de las tropas franquistas en Reus. Fue desalojado el 14 de enero de 1939 al día siguiente las tropas franquistas entraban en la ciudad y éstas continuaron utilizándolo aún durante unos días por sus tropas. Consta en el Registro Civil que en el hospital republicano en total murieron 345 soldados, sin que este hecho signifique que todos fueran inhumados en el cementerio, es por este motivo que consideramos que los inhumados deben ser entre 200 y 300. Mientras el frente se mantuvo alejado de Cataluña y los servicios de la República y el ejército funcionaron se pudo informar a las familias de la defunción de los soldados, y algunas de ellas debieron ir a buscar el cuerpo del difunto para inhumarlos en el cementerio de su población de origen, al igual que, como se ha visto, sucedió en el Hospital de Manresa. Este hospital, los últimos días antes de la ocupación de Reus, fue evacuado y trasladado a La Selva del Camp, en el Convento de San Rafael según informaron desde el Archivo de la población, población donde también murieron soldados que todo indica que fueron inhumados en el cementerio, aunque no existe constancia documental del hecho.""",,
2220/2010 TARR,Fosa en el pozo detrás del Hospital de Sant Joan,,,Reus,Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,Este pozo fue construido en el siglo XIX y proporcionaba agua a la fábrica del propietario Felipe Pich Aguilera. En 1951 se descubrieron los muertos que fueron tirados al pozo a raíz de un estudio que se realizó del lugar. Al parecer los represaliados fueron panaderos de Reus que fueron acusados de realizar pan en malas condiciones.,,
1276/2009 TARR,NO CONSTA,,,Rocafort de Queralt,Tarragona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,21,21,1,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:09/05/1964,,
1102/2009 TARR,NO CONSTA,,,Rodonyà,Tarragona,Cataluña,,,TRASLADADA AL VALLE DE LOS CAÍDOS,3,3,0,,Patrimonio Nacional,Trasladada al Valle de los Caídos con la fecha/s:28/03/1959,,
2262/2010 TARR,Fosa en el Cementerio de Sant Jaume dels Domenys,,,Sant Jaume dels Domenys,Tarragona,Cataluña,,,NO INTERVENIDA,,,,Dirección General de Memoria Democrática,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Los soldados muertos durante los combates del 19 y 20 de enero de 1939, fueron recogidos por los alrededores del pueblo y enterrados en una fosa común del cementerio.",,
